LSOA_CODE,PRACTICE_CODE,PRACTICE_NAME.x,NUMBER_OF_PATIENTS,PCN_CODE,PCN_NAME,SUB_ICB_LOCATION_NAME,ICB_CODE,,,,,
E01029440,M83617,DARWIN MEDICAL CENTRE,1,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83066,2
E01029442,M83617,DARWIN MEDICAL CENTRE,3,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83067,84
E01029446,M83617,DARWIN MEDICAL CENTRE,1,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83075,1
E01029450,M83617,DARWIN MEDICAL CENTRE,1,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83076,1
E01029475,M83617,DARWIN MEDICAL CENTRE,1443,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83100,1
E01029476,M83617,DARWIN MEDICAL CENTRE,1136,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83102,1
E01029477,M83617,DARWIN MEDICAL CENTRE,2,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83126,1
E01029480,M83617,DARWIN MEDICAL CENTRE,22,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83138,2
E01029482,M83617,DARWIN MEDICAL CENTRE,14,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83140,43
E01029483,M83617,DARWIN MEDICAL CENTRE,98,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83141,2
E01029484,M83617,DARWIN MEDICAL CENTRE,130,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83625,1
E01029485,M83617,DARWIN MEDICAL CENTRE,66,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83661,1
E01029486,M83617,DARWIN MEDICAL CENTRE,676,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83670,122
E01029487,M83617,DARWIN MEDICAL CENTRE,562,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83682,5
E01029488,M83617,DARWIN MEDICAL CENTRE,17,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83697,33
E01029489,M83617,DARWIN MEDICAL CENTRE,791,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83701,1
E01029490,M83617,DARWIN MEDICAL CENTRE,543,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83709,1
E01029491,M83617,DARWIN MEDICAL CENTRE,432,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83723,112
E01029492,M83617,DARWIN MEDICAL CENTRE,734,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,E01029595,M83005,30
E01029493,M83617,DARWIN MEDICAL CENTRE,680,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83007,9
E01029494,M83617,DARWIN MEDICAL CENTRE,462,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83020,1
E01029495,M83617,DARWIN MEDICAL CENTRE,599,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83021,6
E01029496,M83617,DARWIN MEDICAL CENTRE,1051,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83023,205
E01029498,M83617,DARWIN MEDICAL CENTRE,1,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83034,1
E01029499,M83617,DARWIN MEDICAL CENTRE,672,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83049,1
E01029500,M83617,DARWIN MEDICAL CENTRE,310,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83054,18
E01029501,M83617,DARWIN MEDICAL CENTRE,405,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83056,2
E01029505,M83617,DARWIN MEDICAL CENTRE,1061,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83066,1
E01029506,M83617,DARWIN MEDICAL CENTRE,1144,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83084,128
E01029507,M83617,DARWIN MEDICAL CENTRE,1149,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83094,5
E01029508,M83617,DARWIN MEDICAL CENTRE,1807,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83102,1
E01029509,M83617,DARWIN MEDICAL CENTRE,31,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83123,1
E01029511,M83617,DARWIN MEDICAL CENTRE,293,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83140,2
E01029512,M83617,DARWIN MEDICAL CENTRE,261,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83143,9
E01029515,M83617,DARWIN MEDICAL CENTRE,212,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83146,1
E01029517,M83617,DARWIN MEDICAL CENTRE,1,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83624,2
E01029518,M83617,DARWIN MEDICAL CENTRE,607,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83627,2
E01029519,M83617,DARWIN MEDICAL CENTRE,195,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83650,3
E01029520,M83617,DARWIN MEDICAL CENTRE,49,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83682,5
E01029521,M83617,DARWIN MEDICAL CENTRE,50,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83697,2
E01029522,M83617,DARWIN MEDICAL CENTRE,7,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83701,569
E01029524,M83617,DARWIN MEDICAL CENTRE,155,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83709,2
E01029525,M83617,DARWIN MEDICAL CENTRE,336,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83723,142
E01029526,M83617,DARWIN MEDICAL CENTRE,192,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,E01029596,M83005,21
E01029527,M83617,DARWIN MEDICAL CENTRE,724,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83007,2
E01029528,M83617,DARWIN MEDICAL CENTRE,958,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83015,1
E01029529,M83617,DARWIN MEDICAL CENTRE,789,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83021,7
E01029531,M83617,DARWIN MEDICAL CENTRE,38,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83023,110
E01029615,M83617,DARWIN MEDICAL CENTRE,1,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83054,21
E01029621,M83617,DARWIN MEDICAL CENTRE,2,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83084,63
E01029623,M83617,DARWIN MEDICAL CENTRE,1,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83094,5
E01029642,M83617,DARWIN MEDICAL CENTRE,1,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83123,4
E01029644,M83617,DARWIN MEDICAL CENTRE,1,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83126,1
E01029648,M83617,DARWIN MEDICAL CENTRE,1,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83138,2
E01029663,M83617,DARWIN MEDICAL CENTRE,1,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83143,8
E01029750,M83617,DARWIN MEDICAL CENTRE,1,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83624,1
E01029756,M83617,DARWIN MEDICAL CENTRE,1,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83627,2
E01029826,M83617,DARWIN MEDICAL CENTRE,2,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83682,1
E01029828,M83617,DARWIN MEDICAL CENTRE,1,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83701,735
E01029833,M83617,DARWIN MEDICAL CENTRE,1,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83723,85
E01029838,M83617,DARWIN MEDICAL CENTRE,1,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,E01029597,M83005,12
E01029849,M83617,DARWIN MEDICAL CENTRE,1,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83007,6
E01031038,M83617,DARWIN MEDICAL CENTRE,1,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83021,9
E01032899,M83617,DARWIN MEDICAL CENTRE,252,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83023,161
E01032900,M83617,DARWIN MEDICAL CENTRE,214,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83054,22
E01033622,M83617,DARWIN MEDICAL CENTRE,1,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83076,1
E01033640,M83617,DARWIN MEDICAL CENTRE,1,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83084,44
E01033761,M83617,DARWIN MEDICAL CENTRE,1,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83094,1
E01034051,M83617,DARWIN MEDICAL CENTRE,1,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83123,1
E01034098,M83617,DARWIN MEDICAL CENTRE,1,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83127,1
E01034099,M83617,DARWIN MEDICAL CENTRE,1,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83143,14
E01034100,M83617,DARWIN MEDICAL CENTRE,4,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83625,1
E01034101,M83617,DARWIN MEDICAL CENTRE,42,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83650,1
E01034102,M83617,DARWIN MEDICAL CENTRE,25,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83682,4
E01034103,M83617,DARWIN MEDICAL CENTRE,948,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83697,2
E01034104,M83617,DARWIN MEDICAL CENTRE,1082,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83701,1152
E01034105,M83617,DARWIN MEDICAL CENTRE,189,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83723,113
E01034106,M83617,DARWIN MEDICAL CENTRE,67,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,Y02867,1
E01034256,M83617,DARWIN MEDICAL CENTRE,1,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,E01029598,M83005,19
E01034403,M83617,DARWIN MEDICAL CENTRE,1,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83007,22
E01034493,M83617,DARWIN MEDICAL CENTRE,1,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83014,1
E01034918,M83617,DARWIN MEDICAL CENTRE,1,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83015,2
E01035028,M83617,DARWIN MEDICAL CENTRE,1,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83021,9
E01035375,M83617,DARWIN MEDICAL CENTRE,1,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83025,138
E01035703,M83617,DARWIN MEDICAL CENTRE,1,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83034,261
EMPTY,M83617,DARWIN MEDICAL CENTRE,19,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83036,1
N21000488,M83617,DARWIN MEDICAL CENTRE,1,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83056,2
W01000153,M83617,DARWIN MEDICAL CENTRE,1,U46695,BURNTWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,QNC,,,,M83066,9
E01000063,M83619,HONEYWALL MEDICAL PRACTICE,1,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83067,310
E01002444,M83619,HONEYWALL MEDICAL PRACTICE,1,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83075,9
E01009265,M83619,HONEYWALL MEDICAL PRACTICE,1,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83090,1
E01009970,M83619,HONEYWALL MEDICAL PRACTICE,1,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83096,3
E01011515,M83619,HONEYWALL MEDICAL PRACTICE,1,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83102,1
E01011997,M83619,HONEYWALL MEDICAL PRACTICE,1,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83123,1
E01014184,M83619,HONEYWALL MEDICAL PRACTICE,1,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83127,2
E01014212,M83619,HONEYWALL MEDICAL PRACTICE,1,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83138,8
E01014220,M83619,HONEYWALL MEDICAL PRACTICE,3,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83140,898
E01014224,M83619,HONEYWALL MEDICAL PRACTICE,1,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83141,3
E01014241,M83619,HONEYWALL MEDICAL PRACTICE,1,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83624,1
E01014255,M83619,HONEYWALL MEDICAL PRACTICE,1,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83627,3
E01014275,M83619,HONEYWALL MEDICAL PRACTICE,3,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83670,298
E01014276,M83619,HONEYWALL MEDICAL PRACTICE,2,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83682,1
E01014279,M83619,HONEYWALL MEDICAL PRACTICE,1,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83697,68
E01014280,M83619,HONEYWALL MEDICAL PRACTICE,3,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83713,1
E01014281,M83619,HONEYWALL MEDICAL PRACTICE,1,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83723,91
E01014286,M83619,HONEYWALL MEDICAL PRACTICE,1,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01029599,M83005,14
E01014288,M83619,HONEYWALL MEDICAL PRACTICE,9,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83007,21
E01014289,M83619,HONEYWALL MEDICAL PRACTICE,30,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83014,1
E01014290,M83619,HONEYWALL MEDICAL PRACTICE,122,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83025,111
E01014291,M83619,HONEYWALL MEDICAL PRACTICE,54,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83034,204
E01014292,M83619,HONEYWALL MEDICAL PRACTICE,623,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83066,13
E01014293,M83619,HONEYWALL MEDICAL PRACTICE,634,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83067,194
E01014294,M83619,HONEYWALL MEDICAL PRACTICE,242,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83075,18
E01014295,M83619,HONEYWALL MEDICAL PRACTICE,736,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83094,3
E01014296,M83619,HONEYWALL MEDICAL PRACTICE,1,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83123,1
E01014298,M83619,HONEYWALL MEDICAL PRACTICE,1,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83126,1
E01014301,M83619,HONEYWALL MEDICAL PRACTICE,1,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83138,4
E01014303,M83619,HONEYWALL MEDICAL PRACTICE,2,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83140,583
E01014309,M83619,HONEYWALL MEDICAL PRACTICE,1,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83141,123
E01014338,M83619,HONEYWALL MEDICAL PRACTICE,157,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83601,5
E01014339,M83619,HONEYWALL MEDICAL PRACTICE,65,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83670,155
E01014340,M83619,HONEYWALL MEDICAL PRACTICE,184,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83682,2
E01014341,M83619,HONEYWALL MEDICAL PRACTICE,25,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83697,31
E01014342,M83619,HONEYWALL MEDICAL PRACTICE,31,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83723,36
E01014343,M83619,HONEYWALL MEDICAL PRACTICE,23,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,Y02867,1
E01014344,M83619,HONEYWALL MEDICAL PRACTICE,18,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01029600,M83005,15
E01014345,M83619,HONEYWALL MEDICAL PRACTICE,638,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83007,26
E01014346,M83619,HONEYWALL MEDICAL PRACTICE,2,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83014,2
E01014367,M83619,HONEYWALL MEDICAL PRACTICE,1,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83017,5
E01014414,M83619,HONEYWALL MEDICAL PRACTICE,1,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83025,109
E01019423,M83619,HONEYWALL MEDICAL PRACTICE,1,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83034,125
E01028523,M83619,HONEYWALL MEDICAL PRACTICE,1,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83066,24
E01029556,M83619,HONEYWALL MEDICAL PRACTICE,1,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83067,224
E01029559,M83619,HONEYWALL MEDICAL PRACTICE,5,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83069,1
E01029570,M83619,HONEYWALL MEDICAL PRACTICE,1,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83075,2
E01029572,M83619,HONEYWALL MEDICAL PRACTICE,4,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83076,1
E01029593,M83619,HONEYWALL MEDICAL PRACTICE,1,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83094,1
E01029602,M83619,HONEYWALL MEDICAL PRACTICE,7,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83126,2
E01029603,M83619,HONEYWALL MEDICAL PRACTICE,8,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83138,9
E01029607,M83619,HONEYWALL MEDICAL PRACTICE,1,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83140,452
E01029608,M83619,HONEYWALL MEDICAL PRACTICE,4,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83141,357
E01029637,M83619,HONEYWALL MEDICAL PRACTICE,1,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83625,3
E01033257,M83619,HONEYWALL MEDICAL PRACTICE,1,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83627,1
E01034054,M83619,HONEYWALL MEDICAL PRACTICE,3,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83670,111
E01034057,M83619,HONEYWALL MEDICAL PRACTICE,1,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83697,7
E01034672,M83619,HONEYWALL MEDICAL PRACTICE,1,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83701,1
E01035262,M83619,HONEYWALL MEDICAL PRACTICE,1,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83709,1
EMPTY,M83619,HONEYWALL MEDICAL PRACTICE,1,U69072,SOUTH STOKE WEST PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83711,3
CLOSED,M83624,CAMBRIDGE HOUSE,4,U05734,"HANLEY, BUCKNALL & BENTILEE PCN",NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83723,41
E01004247,M83624,CAMBRIDGE HOUSE,1,U05734,"HANLEY, BUCKNALL & BENTILEE PCN",NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01029601,M83005,4
E01004823,M83624,CAMBRIDGE HOUSE,1,U05734,"HANLEY, BUCKNALL & BENTILEE PCN",NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83007,42
E01005594,M83624,CAMBRIDGE HOUSE,2,U05734,"HANLEY, BUCKNALL & BENTILEE PCN",NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83014,1
E01010005,M83624,CAMBRIDGE HOUSE,1,U05734,"HANLEY, BUCKNALL & BENTILEE PCN",NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83017,1
E01014210,M83624,CAMBRIDGE HOUSE,60,U05734,"HANLEY, BUCKNALL & BENTILEE PCN",NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83021,1
E01014211,M83624,CAMBRIDGE HOUSE,78,U05734,"HANLEY, BUCKNALL & BENTILEE PCN",NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83025,115
E01014212,M83624,CAMBRIDGE HOUSE,275,U05734,"HANLEY, BUCKNALL & BENTILEE PCN",NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83034,256
